Ecosistema;Sitio;Sector;Parcela;Longitud;Latitud;Estado;Medida;Valor;Unidades;Origen_Informacion
Sabana;Meta;Ecoreserva de Campo Rubiales;SS2-SPF4Rub;-71.421765;3.821299;;COS;65.21252709;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Ecoreserva de Campo Rubiales;SI1-SPF5Rub;-71.420698;3.820253;;COS;81.97092347;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Ecoreserva de Campo Rubiales;SS1-SPF5Rub;-71.432114;3.832764;;COS;55.23005379;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Ecoreserva de Campo Rubiales;SI2-SPF5Rub;-71.431828;3.830508;;COS;117.7282642;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Ecoreserva de Campo Rubiales;SS2-SPF5Rub;-71.422592;3.821874;;COS;84.00787901;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural de Rey Zamuro;SS1_RZ;-73.369757;3.531884;Conservado;COS;53.37460194;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural de Rey Zamuro;SS2_RZ;-73.368592;3.5307;Conservado;COS;44.51054714;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural de Rey Zamuro;SS3_RZ;-73.401413;3.52083;Degradado;COS;123.4189743;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural de Rey Zamuro;SS3_RZ;-73.401413;3.52083;Degradado;COS;40.48495311;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural de Rey Zamuro;SS4_RZ;-73.400243;3.520797;Degradado;COS;139.6609916;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI1_Yur;-72.523974;4.096998;Degradado;COS;97.51344135;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI1_Yur;-72.523974;4.096998;Degradado;COS;100.371701;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI2_Yur;-72.524007;4.097831;Degradado;COS;47.71832958;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI2_Yur;-72.524007;4.097831;Degradado;COS;57.55003771;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI3_Yur;-72.52314;4.097476;Degradado;COS;100.7767411;tC ha-1;PUJ / Ecopetrol
Sabana;Meta;Reserva Natural Yurumí ;SNI3_Yur;-72.52314;4.097476;Degradado;COS;104.683529;tC ha-1;PUJ / Ecopetrol
Turberas;Boyacá;Parque Nacional Natural El Cocuy;;-72.327192;6.3487126;Conservada;COS;208.9529926;tC ha-1;PUJ / Ecopetrol
Turberas;Boyacá;Parque Nacional Natural El Cocuy;;-72.3510001;6.494033;Degradada;COS;100.0768542;tC ha-1;PUJ / Ecopetrol
Turberas;Boyacá;Parque Nacional Natural El Cocuy;;-72.3403437;6.3829325;Conservada;COS;518.0517005;tC ha-1;PUJ / Ecopetrol
Turberas;Boyacá;Parque Nacional Natural El Cocuy;;-72.7361129;6.9582022;Degradada;COS;139.3742049;tC ha-1;PUJ / Ecopetrol
SAF Cacao;Santander;USTA - Jardín Clonal;;-73.052;7.008679;SAF;BA;95.7;tC ha-1;USTA / Ecopetrol
SAF Cacao;Santander;USTA - Jardín Clonal;;-73.052;7.008679;SAF;CDM;11.575;tC ha-1;USTA / Ecopetrol
SAF Cacao;Santander;USTA - Jardín Clonal;;-73.052;7.008679;SAF;COS;66.675;tC ha-1;USTA / Ecopetrol
SAF Cacao;Santander;USTA - Experimental;;-73.052;7.008679;SAF;BA;31.31538462;tC ha-1;USTA / Ecopetrol
SAF Cacao;Santander;USTA - Jardín Clonal;;-73.052;7.008679;SAF;CDM;0.215384615;tC ha-1;USTA / Ecopetrol
SAF Cacao;Santander;USTA - Experimental;;-73.052;7.008679;SAF;COS;72.15384615;tC ha-1;USTA / Ecopetrol
Humedales Ciénaga;Barrancabermeja;Ciénaga San Silvestre - El Llanito;;-73.8367;7.10417;Degradado;BA;10;tC ha-1;UNIPAZ / Ecopetrol
Humedales Ciénaga;Barrancabermeja;Ciénaga San Silvestre - El Llanito;;-73.8367;7.10417;Degradado;BA;162;tC ha-1;UNIPAZ / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.957999;Degradado;COS;551;tC ha-1;DATUM / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.957999;Degradado;COS;137.6;g C m-2 ańo-1;DATUM / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.958;Degradado;COS;236.8;g C m-2 ańo-1;DATUM / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.958001;Degradado;COS;274;g C m-2 ańo-1;DATUM / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.958002;Degradado;COS;323;g C m-2 ańo-1;DATUM / Ecopetrol
Turberas;Cerrito;Páramo Almorzadero - Laguna tapada;;-72.735299;6.958002;Degradado;COS;139.3742049;tC ha-1;DATUM / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;12.41661998;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;10.42531194;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;14.90514388;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;8.538209829;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;16.625;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;9.25;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;14.80477039;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;13.99646889;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;15.72212885;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;13.14015788;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;18.80145998;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;12.11866565;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;17.03484424;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;14.67358034;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;17.99337917;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;16.56226127;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;17.44430863;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;18.71998981;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;19.73207707;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;17.43705967;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;18.366429;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;20.04074357;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;24.50177404;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;16.46350904;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;24.61937017;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;16.37057975;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;19.86299126;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;22.13441558;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;21.41468466;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;20.92003226;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;23.69236907;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;21.01911552;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;25.44749172;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;20.28831169;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;37.97794754;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;15.79618029;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;32.51539767;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;24.57370342;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;39.27379679;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;18.2838299;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;53.73771327;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;47.39954163;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;71.7280112;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;COS;32.00652746;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;27.34;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;66.33;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;6.55;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;11.53;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;31.08;tC ha-1;PUJ / Ecopetrol
Humedales Ciénaga;Chimichagua;Ciénaga Zapatosa;;-73.798178;9.24275;Degradado;BA;18.7;tC ha-1;PUJ / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;BA;61.1;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;BR;25.274;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;CDM;26.17;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;417.4;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;180.61;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;234.59;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;303.42;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;14.36;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;22.67;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;40.85;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;9.49;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;33.81;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;;-75.825;9.4;;COS;77.67;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2012;;;;BA;69.3438;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2012;;;;BR;28.430958;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2012;;;;CDM;13.86876;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2012;;;;CHj;3.46719;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2022;;;;BA;65.5791;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2022;;;;BR;26.887431;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2022;;;;CDM;13.11582;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2022;;;;CHj;3.278955;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2012;;;;COS;486.100038;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;1 parcela permanente -2022;;;;COS;459.709491;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2012;;;;BA;107.8697;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2012;;;;BR;44.226577;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2012;;;;CDM;21.57394;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2012;;;;CHj;5.393485;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2022;;;;BA;108.4149;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2022;;;;BR;44.450109;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2022;;;;CDM;21.68298;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2022;;;;CHj;5.420745;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2012;;;;COS;756.166597;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;2 parcela permanente -2022;;;;COS;759.988449;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2012;;;;BA;56.0475;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2012;;;;BR;22.979475;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2012;;;;CDM;11.2095;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2012;;;;CHj;2.802375;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2022;;;;BA;61.053;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2022;;;;BR;25.03173;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2022;;;;CDM;12.2106;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2022;;;;CHj;3.05265;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2012;;;;COS;392.892975;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;3 parcela permanente -2022;;;;COS;427.98153;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2012;;;;BA;72.1497;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2012;;;;BR;29.581377;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2012;;;;CDM;14.42994;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2012;;;;CHj;3.607485;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2022;;;;BA;88.0874;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2022;;;;BR;36.115834;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2022;;;;CDM;17.61748;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2022;;;;CHj;4.40437;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2012;;;;COS;505.769397;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;4 parcela permanente -2022;;;;COS;617.492674;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2012;;;;BA;37.6987;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2012;;;;BR;15.456467;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2012;;;;CDM;7.53974;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2012;;;;CHj;1.884935;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2022;;;;BA;39.5176;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2022;;;;BR;16.202216;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2022;;;;CDM;7.90352;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2022;;;;CHj;1.97588;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2012;;;;COS;264.267887;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;5 parcela permanente -2022;;;;COS;277.018376;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2012;;;;BA;57.7348;tC ha-1;Carbón y Bosques / Ecopetrol
