Ecosistema;Sitio;Sector;Parcela;Longitud;Latitud;Estado;Medida;Valor;Unidades;Origen_Informacion
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2012;;;;BR;23.671268;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2012;;;;CDM;11.54696;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2012;;;;CHj;2.88674;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2022;;;;BA;71.4212;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2022;;;;BR;29.282692;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2022;;;;CDM;14.28424;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2022;;;;CHj;3.57106;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2012;;;;COS;404.720948;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;6 parcela permanente -2022;;;;COS;500.662612;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2012;;;;BA;74.8569;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2012;;;;BR;30.691329;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2012;;;;CDM;14.97138;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2012;;;;CHj;3.742845;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2022;;;;BA;91.2223;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2022;;;;BR;37.401143;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2022;;;;CDM;18.24446;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2022;;;;CHj;4.561115;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2012;;;;COS;524.746869;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;7 parcela permanente -2022;;;;COS;639.468323;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2012;;;;BA;42.5538;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2012;;;;BR;17.447058;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2012;;;;CDM;8.51076;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2012;;;;CHj;2.12769;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2022;;;;BA;47.9541;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2022;;;;BR;19.661181;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2022;;;;CDM;9.59082;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2022;;;;CHj;2.397705;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2012;;;;COS;298.302138;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;8 parcela permanente -2022;;;;COS;336.158241;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2012;;;;BA;71.0734;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2012;;;;BR;29.140094;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2012;;;;CDM;14.21468;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2012;;;;CHj;3.55367;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2022;;;;BA;88.266;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2022;;;;BR;36.18906;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2022;;;;CDM;17.6532;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2022;;;;CHj;4.4133;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2012;;;;COS;498.224534;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;9 parcela permanente -2022;;;;COS;618.74466;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2012;;;;BA;62.1152;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2012;;;;BR;25.467232;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2012;;;;CDM;12.42304;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2012;;;;CHj;3.10576;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2022;;;;BA;67.8022;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2022;;;;BR;27.798902;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2022;;;;CDM;13.56044;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2022;;;;CHj;3.39011;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2012;;;;COS;435.427552;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;10 parcela permanente -2022;;;;COS;475.293422;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2012;;;;BA;47.8413;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2012;;;;BR;19.614933;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2012;;;;CDM;9.56826;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2012;;;;CHj;2.392065;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2022;;;;BA;58.7453;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2022;;;;BR;24.085573;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2022;;;;CDM;11.74906;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2022;;;;CHj;2.937265;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2012;;;;COS;335.367513;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;11 parcela permanente -2022;;;;COS;411.804553;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2012;;;;BA;42.0274;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2012;;;;BR;17.231234;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2012;;;;CDM;8.40548;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2012;;;;CHj;2.10137;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2022;;;;BA;50.6096;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2022;;;;BR;20.749936;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2022;;;;CDM;10.12192;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2022;;;;CHj;2.53048;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2012;;;;COS;294.612074;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;12 parcela permanente -2022;;;;COS;354.773296;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2012;;;;BA;33.9669;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2012;;;;BR;13.926429;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2012;;;;CDM;6.79338;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2012;;;;CHj;1.698345;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2022;;;;BA;46.1634;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2022;;;;BR;18.926994;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2022;;;;CDM;9.23268;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2022;;;;CHj;2.30817;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2012;;;;COS;238.107969;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;13 parcela permanente -2022;;;;COS;323.605434;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2012;;;;BA;34.9163;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2012;;;;BR;14.315683;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2012;;;;CDM;6.98326;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2012;;;;CHj;1.745815;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2022;;;;BA;13.9073;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2022;;;;BR;5.701993;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2022;;;;CDM;2.78146;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2022;;;;CHj;0.695365;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2012;;;;COS;244.763263;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;14 parcela permanente -2022;;;;COS;97.490173;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2012;;;;BA;62.5993;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2012;;;;BR;25.665713;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2012;;;;CDM;12.51986;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2012;;;;CHj;3.129965;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2022;;;;BA;77.0847;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2022;;;;BR;31.604727;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2022;;;;CDM;15.41694;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2022;;;;CHj;3.854235;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2012;;;;COS;438.821093;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;15 parcela permanente -2022;;;;COS;540.363747;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2012;;;;BA;77.9636;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2012;;;;BR;31.965076;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2012;;;;CDM;15.59272;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2012;;;;CHj;3.89818;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2022;;;;BA;79.477;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2022;;;;BR;32.58557;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2022;;;;CDM;15.8954;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2022;;;;CHj;3.97385;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2012;;;;COS;546.524836;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;16 parcela permanente -2022;;;;COS;557.13377;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2012;;;;BA;59.6383;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2012;;;;BR;24.451703;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2012;;;;CDM;11.92766;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2012;;;;CHj;2.981915;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2022;;;;BA;113.7823;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2022;;;;BR;46.650743;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2022;;;;CDM;22.75646;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2022;;;;CHj;5.689115;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2012;;;;COS;418.064483;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;17 parcela permanente -2022;;;;COS;797.613923;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2012;;;;BA;47.7614;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2012;;;;BR;19.582174;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2012;;;;CDM;9.55228;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2012;;;;CHj;2.38807;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2022;;;;BA;58.092;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2022;;;;BR;23.81772;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2022;;;;CDM;11.6184;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2022;;;;CHj;2.9046;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2012;;;;COS;334.807414;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;18 parcela permanente -2022;;;;COS;407.22492;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2012;;;;BA;99.3157;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2012;;;;BR;40.719437;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2012;;;;CDM;19.86314;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2012;;;;CHj;4.965785;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2022;;;;BA;61.4995;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2022;;;;BR;25.214795;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2022;;;;CDM;12.2999;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2022;;;;CHj;3.074975;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2012;;;;COS;696.203057;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;19 parcela permanente -2022;;;;COS;431.111495;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2012;;;;BA;60.3715;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2012;;;;BR;24.752315;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2012;;;;CDM;12.0743;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2012;;;;CHj;3.018575;tC ha-1;Carbón y Bosques / Ecopetrol
