Ecosistema;Sitio;Sector;Parcela;Longitud;Latitud;Estado;Medida;Valor;Unidades;Origen_Informacion
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2022;;;;BA;76.4032;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2022;;;;BR;31.325312;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2022;;;;CDM;15.28064;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2022;;;;CHj;3.82016;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2012;;;;COS;423.204215;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;20 parcela permanente -2022;;;;COS;535.586432;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2012;;;;BA;32.5804;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2012;;;;BR;13.357964;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2012;;;;CDM;6.51608;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2012;;;;CHj;1.62902;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2022;;;;BA;39.3296;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2022;;;;BR;16.125136;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2022;;;;CDM;7.86592;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2022;;;;CHj;1.96648;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2012;;;;COS;228.388604;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;21 parcela permanente -2022;;;;COS;275.700496;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2012;;;;BA;115.7563;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2012;;;;BR;47.460083;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2012;;;;CDM;23.15126;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2012;;;;CHj;5.787815;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2022;;;;BA;143.8341;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2022;;;;BR;58.971981;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2022;;;;CDM;28.76682;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2022;;;;CHj;7.191705;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2012;;;;COS;811.451663;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;22 parcela permanente -2022;;;;COS;1008.277041;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2012;;;;BA;35.8093;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2012;;;;BR;14.681813;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2012;;;;CDM;7.16186;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2012;;;;CHj;1.790465;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2022;;;;BA;41.031;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2022;;;;BR;16.82271;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2022;;;;CDM;8.2062;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2022;;;;CHj;2.05155;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2012;;;;COS;251.023193;tC ha-1;Carbón y Bosques / Ecopetrol
Manglar;DMI Cispatá; Bahía de Cispatá ;23 parcela permanente -2022;;;;COS;287.62731;tC ha-1;Carbón y Bosques / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag1;;;SAF;COS;2.48;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag2;;;SAF;COS;1.88;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Vereda Cristalina- Kankawarwa.Municipio Fundacion Magdalena;Mag3;;;SAF;COS;2.87;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Vereda Cristalina- Kankawarwa.Municipio Fundacion Magdalena;Mag4;;;SAF;COS;2.4;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;El Paraiso, Palmar;Mag5;;;SAF;COS;3.32;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Brisas de Cordoba, Siberia;Mag6;;;SAF;COS;3.87;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;La Victoria, San Pedro;Mag7;;;SAF;COS;4.72;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Las Piedritas, Guachaca;Mag8;;;SAF;COS;2.77;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag9;;;SAF;COS;4.55;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag10;;;SAF;COS;7.67;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag11;;;SAF;COS;7.64;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag12;;;SAF;COS;8.21;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag13;;;SAF;COS;5.71;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Finca los Naranjos- Camagual;Mag14;;;SAF;COS;2.71;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag15;;;SAF;COS;2.23;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag16;;;SAF;COS;4.14;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag17;;;SAF;COS;9.64;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Departamento del Magdalena ;Mag18;;;SAF;COS;1.56;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag19;;;SAF;COS;3;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag20;;;SAF;COS;2.62;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag21;;;SAF;COS;7.29;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag22;;;SAF;COS;3.21;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag23;;;SAF;COS;17.74;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag24;;;SAF;COS;5.17;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag25;;;SAF;COS;4.97;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Agrosavia. Departamento del Magdalena;Mag26;;;SAF;COS;1.5;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;El Triunfo;-74.08745833;10.90648056;SAF;COS;1.66;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Emanuel;;;SAF;COS;1.24;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Arcadia;;;SAF;COS;2.25;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Aurora;-74.08453;10.89123;SAF;COS;1.64;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Cabańa;;;SAF;COS;1.9;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Carmelita;-74.06505278;10.95954444;SAF;COS;1.68;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Cascada;-74.06194444;10.93094444;SAF;COS;1.53;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Chavela;;;SAF;COS;1.84;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Conquista;;;SAF;COS;1.36;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Esperancita;;;SAF;COS;3.67;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Esperanza;;;SAF;COS;2.78;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Fortuna;-74.09063611;10.91191944;SAF;COS;1.22;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Granja;-74.07025833;10.97566944;SAF;COS;1.5;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Perla;-74.05869444;10.88072222;SAF;COS;1.4;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Vega;-74.08775;10.89316667;SAF;COS;0.89;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Victoria;-74.08343333;10.89666944;SAF;COS;2.23;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Las Tres Palmas;;;SAF;COS;1.06;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;La Esperanza;;;SAF;COS;1.39;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Las Gaviotas;-74.05564444;10.97871111;SAF;COS;1.36;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Las Murallas;;;SAF;COS;1.89;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Las Palmas 3;;;SAF;COS;1.76;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Las Piedritas;;;SAF;COS;1.71;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Acacios;;;SAF;COS;0.91;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Angeles;-74.064625;10.97933333;SAF;COS;1.96;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Cacaos;;;SAF;COS;2.03;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Jazmines;;;SAF;COS;1.93;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Mandarinos;;;SAF;COS;2.24;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Mangos;;;SAF;COS;2.36;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Naranjos;-74.07349;10.88355;SAF;COS;1.74;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Potreritos;;;SAF;COS;2.11;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Los Recuerdos;;;SAF;COS;1.71;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;María Bonita;;;SAF;COS;1.48;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Monte Carmelo;-74.07905556;10.88511111;SAF;COS;1.53;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Niguakoa;;;SAF;COS;2.46;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;No hay como tu;;;SAF;COS;1.23;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Nuevo Oriente;;;SAF;COS;0.87;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Santa Bárbara;;;SAF;COS;1.86;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Sinaí;;;SAF;COS;2.7;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Tagbi;;;SAF;COS;1.24;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Villa Brisa;;;SAF;COS;1.05;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Villa Sofia;;;SAF;COS;2.05;% Peso;Agrosavia / Ecopetrol
SAF Cacao;Magdalena;Sierra Nevada de Santa Marta;Villa Vista;-74.06392222;10.9791;SAF;COS;1.78;% Peso;Agrosavia / Ecopetrol
Bosque de Galería;Meta;Mapiripán;Promedio;;;Natural / Conservado;BA;61.83;tC ha-1;1
Bosque de Galería;Meta;Mapiripán;Promedio;;;Natural / Conservado;COS;11.53;tC ha-1;1
Morichal;Meta;Mapiripán;Promedio;;;Natural / Conservado;BA;99.12;tC ha-1;1
Morichal;Meta;Mapiripán;Promedio;;;Natural / Conservado;COS;1.19;tC ha-1;1
Sabana;Meta;Mapiripán;Promedio;;;Natural;BA;0.71;tC ha-1;1
Sabana;Meta;Mapiripán;Promedio;;;Natural;COS;0.31;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Teórico;;;Cultivo (Máx. Productividad);BA;78.13;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Teórico;;;Cultivo (Máx. Productividad);COS;7.06;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Promedio;;;Cultivo (2009-2010);BA;19.56;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Promedio;;;Cultivo (2009-2010);COS;5.05;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Promedio;;;Cultivo;BA;12.22;tC ha-1;1
Palma de Aceite;Meta;Mapiripán;Promedio;;;Cultivo;BA;9.19;tC ha-1;1
Morichal;Meta;Finca Manacacías (Puerto Gaitán);Promedio (Interior/Ecotono);-72.043167;4.172383;Conservado;BA;119.4;tC ha-1;2
Morichal;Meta;Finca Manacacías (Puerto Gaitán);Promedio (Interior/Ecotono);-72.043167;4.172383;Conservado;Necromasa;35;tC ha-1;2
Morichal;Meta;Finca Manacacías (Puerto Gaitán);Promedio (Interior/Ecotono);-72.043167;4.172383;Conservado;COS;436.5;tC ha-1;2
Bosque Altoandino;Cundinamarca;Guasca (Reserva Biológica el Encenillo / Vereda Trinidad);Guasca 5;-73.908611;4.79;Conservado / Fragmentado;BA;78.06;tC ha-1;3
Bosque Altoandino;Cundinamarca;Guasca (Reserva Biológica el Encenillo / Vereda Trinidad);Guasca 16;-73.903611;4.784722;Conservado / Fragmentado;BA;78.06;tC ha-1;3
Bosque Altoandino;Cundinamarca;Tabio (Condominio privado, zona rural);Tabio 10;-74.108611;4.925278;Intervenido;BA;62.01;tC ha-1;3
Bosque Altoandino;Cundinamarca;Tabio (Condominio privado, zona rural);Tabio 19;-74.112222;4.925278;Intervenido;BA;62.01;tC ha-1;3
Bosque Altoandino;Cundinamarca;Cerros de Torca (Condominio campestre Floresta de la Sabana);Torca 11;-74.016111;4.813333;Conservado (Reserva Forestal);BA;72.11;tC ha-1;3
Bosque Altoandino;Cundinamarca;Cerros de Torca (Condominio campestre Floresta de la Sabana);Torca 12;-74.015556;4.813056;Conservado (Reserva Forestal);BA;72.11;tC ha-1;3
Bosque Altoandino;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Conservado;COS;122.4;tC ha-1;4
Sistema Silvopastori;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Pasturas con árboles);COS;75;tC ha-1;4
Sistema Silvopastori;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Pasturas con árboles);COS;78;tC ha-1;4
Sistema Silvopastori;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Pasturas con árboles);COS;80;tC ha-1;4
Sistema Silvopastori;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Pasturas con árboles);COS;82;tC ha-1;4
Sistema Silvopastori;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Pasturas con árboles);COS;84;tC ha-1;4
Cultivo Agrícola;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Cultivo);COS;76;tC ha-1;4
Cultivo Agrícola;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Cultivo);COS;78;tC ha-1;4
Cultivo Agrícola;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Cultivo);COS;80;tC ha-1;4
Cultivo Agrícola;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Cultivo);COS;81;tC ha-1;4
Cultivo Agrícola;Tolima;Veredas La Yuca y Buena Vista (Santa Isabel);Parcelas;;;Intervenido (Cultivo);COS;82.6;tC ha-1;4
SAF Café;Valle del Cauca;Zona Alta (1450-1600 msnm) (Alcalá);Promedio;;;Varios (Barbecho/Monocultivo/Conservado);COS;123;tC ha-1;5
SAF Café;Valle del Cauca;Zona Media (1300-1450 msnm) (Alcalá);Promedio;;;Varios (Barbecho/Monocultivo/Conservado);COS;90.42;tC ha-1;5
SAF Café;Valle del Cauca;Zona Baja (1150-1300 msnm) (Alcalá);Promedio;;;Varios (Barbecho/Monocultivo/Conservado);COS;75.63;tC ha-1;5
Bosque Subandino;Antioquia;Reserva Natural Farallones del Citará (Vereda Pedral Arriba) (Betania);Promedio (Parcelas E y U);;;Conservado / En recuperación;BA;243.44;t ha-1;6
Bosque Subandino;Antioquia;Reserva Natural Farallones del Citará (Vereda Pedral Arriba) (Betania);Promedio (Parcelas E y U);;;Conservado / En recuperación;BA;121.72;tC ha-1;6
Bosque de Galería;Vichada;Reserva Biológica Tomogrande (Terra Firme) (Santa Rosalía);Promedio (3 parcelas);;;Conservado;BA;128.7;tC ha-1;7
Bosque de Galería;Vichada;Reserva Biológica Tomogrande (Terra Firme) (Santa Rosalía);Promedio (3 parcelas);;;Conservado;BA;57.92;tC ha-1;7
Bosque de Galería;Vichada;Reserva Biológica Tomogrande (Igapó) (Santa Rosalía);Promedio (2 parcelas);;;Conservado;BA;169.9;tC ha-1;7
Bosque de Galería;Vichada;Reserva Biológica Tomogrande (Igapó) (Santa Rosalía);Promedio (2 parcelas);;;Conservado;BA;76.46;tC ha-1;7
SAF Café;Magdalena;Zona 1 (café sombre);Promedio;;;Intervenido;COS;109.1;tC ha-1;8
Bosque Húmedo;Magdalena;Zona 2 (20 ańos palma africana);Promedio;;;Intervenido;COS;43.7;tC ha-1;8
Bosque seco;Magdalena;Zona 3 (para siembre de banano);Promedio;;;Intervenido;COS;40.9;tC ha-1;8
Bosque seco;Magdalena;Zona 4 (Banano y mango);Promedio;;;Intervenido;COS;51.1;tC ha-1;8
Bosque seco;Magdalena;Zona 5 (Frutales);Promedio;;;Intervenido;COS;88.1;tC ha-1;8
Bosque seco;Magdalena;Zona 6 (Hortalizas);Promedio;;;Intervenido;COS;43.8;tC ha-1;8
